Time,Growth,Value
0.0,0.9815928163877742,0.5211633892118732
0.01,1.0136026872591308,0.4819183205725474
0.02,1.0395143581500697,0.513692459767015
0.03,1.0375046010196487,0.5075187743494765
0.04,1.0378714397525444,0.45940196673119876
0.05,1.0450021778339802,0.47651002932469505
0.06,1.085787727917244,0.5226979167366698
0.07,1.0715433697533658,0.49185330618731365
0.08,1.0642846746422487,0.484598085154582
0.09,1.061181627007785,0.5005683157625211
0.1,1.0906471694963895,0.474446770877267
0.11,1.0885332952594264,0.5117338201455408
0.12,1.0787943742293982,0.4856041620416134
0.13,1.1294415593018508,0.46920487558609625
0.14,1.135547808717529,0.47368863357456403
0.15,1.13528659874393,0.4705884703793778
0.16,1.1358175617376445,0.48886387746905363
0.17,1.1665702611234674,0.47184000457671926
0.18,1.162611607521005,0.45146663624176764
0.19,1.2011868017132825,0.4476350297083699
0.2,1.2073830353774653,0.5076795450942836
0.21,1.200872646963919,0.4933422706823468
0.22,1.2356752079535671,0.4652877826807334
0.23,1.2450106197664992,0.4616768490725747
0.24,1.223838928661096,0.46930496884683953
0.25,1.2686454193538188,0.5021937847884275
0.26,1.2530418108750123,0.4752573487931846
0.27,1.2654694923829337,0.4592626615957098
0.28,1.2734129213551846,0.4531616592681593
0.29,1.245920765602703,0.417894999504133
0.3,1.2783725749821342,0.4411062431743409
0.31,1.3220311026740457,0.5095644119461614
0.32,1.3208906981828368,0.4333442644220985
0.33,1.3412572501723645,0.43250364272494113
0.34,1.35703104817086,0.487517444391904
0.35000000000000003,1.3587335746179185,0.49448498185717255
0.36,1.3781682156671113,0.4461091117355291
0.37,1.4070288411436416,0.41057328446505204
0.38,1.37446111255549,0.459289915756873
0.39,1.4190643691219882,0.4377572404618582
0.4,1.445833936049915,0.4784725726192258
0.41000000000000003,1.463864263525141,0.4268357316707037
0.42,1.4651285701773968,0.44042648846003635
0.43,1.5195255333384559,0.419498703592393
0.44,1.4963349119866192,0.39315989739460955
0.45,1.5380428442464267,0.45654745018869564
0.46,1.5110079125839428,0.4354768921404219
0.47000000000000003,1.546376850449896,0.4453097584617993
0.48,1.5430912324996275,0.45510574293710465
0.49,1.5905122741012432,0.4415656653213392
0.5,1.550656996342282,0.4469157394168565
0.51,1.594684490461863,0.4735659721166284
0.52,1.6189300532770192,0.4114819803850921
0.53,1.6377961881736667,0.4382239257291933
0.54,1.63154403186547,0.4195243644001971
0.55,1.6671133631398767,0.37858461854231523
0.56,1.6986883450909003,0.43253101477395645
0.5700000000000001,1.6606831840087708,0.4247175852658268
0.58,1.6901345219319988,0.4178429023364286
0.59,1.732761536413438,0.4682850292619157
0.6,1.6977962887214744,0.41790970827713014
0.61,1.7383163270502486,0.43472553844081724
0.62,1.7509215038993406,0.42579367758289727
0.63,1.7918409019534383,0.428965403552199
0.64,1.8103329346315495,0.4124023115475558
0.65,1.8298513817772206,0.4000967522260721
0.66,1.856750091451261,0.4184678303602458
0.67,1.8221757357614015,0.44697513512120035
0.68,1.8929698293832142,0.4427533021281682
0.6900000000000001,1.9087202245110095,0.42987493197454507
0.7000000000000001,1.912636906455326,0.3933004141899808
0.71,1.9107646634447097,0.4385366276023052
0.72,1.9410905286179672,0.4267933066662874
0.73,1.9990490497970719,0.43412962492423063
0.74,1.952133628926212,0.40024509251448265
0.75,1.9875487884863288,0.3816113767405651
0.76,1.9969031702199818,0.40007957853476467
0.77,1.9980834796435054,0.43835100655185766
0.78,2.0262041166209186,0.4039099222339451
0.79,2.0337548038513495,0.40513351365951134
0.8,2.072667473402257,0.41305389114741853
0.81,2.0847240118300148,0.3878865904396975
0.8200000000000001,2.154993492391332,0.39939169177330125
0.8300000000000001,2.1541944041918124,0.39080205793331674
0.84,2.147347601213567,0.39803538439498165
0.85,2.1767923427443794,0.37966844299017444
0.86,2.175488614482144,0.4483210939501546
0.87,2.1927230954879007,0.40486714886055697
0.88,2.255368102161457,0.4202429972459575
0.89,2.2465988254088676,0.38089367462183493
0.9,2.2951788417782484,0.42969163970152524
0.91,2.287412346008143,0.3963611546518437
0.92,2.337300828050927,0.40439245947440244
0.93,2.3555629418570856,0.43268300666834697
0.9400000000000001,2.366076556631438,0.4059766821990685
0.9500000000000001,2.3620874378772925,0.4228704722227833
0.96,2.4248732749830264,0.38688220057050515
0.97,2.4078046597759046,0.4024634302548392
0.98,2.478626742908178,0.386315086929234
0.99,2.4788586736355853,0.4236499649169574
1.0,2.5055063409719147,0.38093562846257667
1.01,2.5311560489849163,0.3905629395093485
1.02,2.5570190459525692,0.40172403375614396
1.03,2.6008340184254126,0.3723444332387307
1.04,2.606428761479556,0.4014901954975649
1.05,2.623685111380055,0.34568531651248385
1.06,2.642532868239825,0.389655523092652
1.07,2.6815624145028445,0.38888861221612386
1.08,2.708890913296413,0.3791101830769285
1.09,2.7531600742210687,0.38407815216590474
1.1,2.760389851710692,0.3852402113386335
1.11,2.749995066496338,0.4109103565187223
1.12,2.7789694666573275,0.4286133337300584
1.1300000000000001,2.835668303568002,0.3738636820055542
1.1400000000000001,2.8689352952220157,0.42325317444094873
1.1500000000000001,2.904768199639509,0.3582927048203959
1.16,2.9401410196436903,0.3720316324573421
1.17,2.950165988673216,0.3877304944022039
1.18,2.9515991146520246,0.40109560299123587
1.19,2.988743995058547,0.370468574216761
1.2,2.985483244534199,0.41010786920914855
1.21,3.0773543290323917,0.41956636016570314
1.22,3.076370424181418,0.4284542852565969
1.23,3.159638326792959,0.38699673872875595
1.24,3.132397867570292,0.36395821329479566
1.25,3.164897440392449,0.3766277749479931
1.26,3.1912681835174057,0.39343585197295583
1.27,3.2445523234830684,0.3739473803436805
1.28,3.2625427494177424,0.3868380509190752
1.29,3.2876549105102444,0.3795060285140213
1.3,3.3274792868787415,0.37756664022271325
1.31,3.353386746155207,0.409321208317185
1.32,3.390318145239406,0.3924604046059183
1.33,3.473894988722771,0.36982286532957287
1.34,3.440260200153519,0.4210238686160602
1.35,3.50788052918772,0.3876751383626455
1.36,3.518854636757119,0.3914848615038318
1.37,3.5278864997899,0.3506435740226669
1.3800000000000001,3.574689275173595,0.38131407762308045
1.3900000000000001,3.5900141299233184,0.3834745204897894
1.4000000000000001,3.628883858784574,0.3845220879202349
1.41,3.685898932274532,0.4097588101808018
1.42,3.734024855024202,0.3598290196939484
1.43,3.7542303016267304,0.36881534800938026
1.44,3.7711285451568295,0.3650341627595029
1.45,3.8332664775636327,0.3626047718471664
1.46,3.885195655545351,0.37222656184455816
1.47,3.909945653930294,0.3837278375832648
1.48,3.9445316863045154,0.386726118851061
1.49,4.0150537067484775,0.3874189924011286
1.5,4.0158146211064905,0.3947713365863986
1.51,4.07053887162868,0.3970712600794286
1.52,4.082877535411814,0.3487220845236861
1.53,4.119989177079783,0.4236259149413375
1.54,4.160550391377755,0.364086034822849
1.55,4.251017452044933,0.40938645902900717
1.56,4.241699070595349,0.361274762567456
1.57,4.258034471270147,0.3549280518644322
1.58,4.339644467969803,0.38173726428177285
1.59,4.347977203045416,0.41045827315886224
1.6,4.3928716170159054,0.3709665230377193
1.61,4.470074674371098,0.39580354122220013
1.62,4.487384823914853,0.3822844509496498
1.6300000000000001,4.5635832689686255,0.3753516220820135
1.6400000000000001,4.629958474913005,0.3888143575161384
1.6500000000000001,4.5997380406367325,0.40635772901950773
1.6600000000000001,4.660142641041698,0.38029419712672563
1.67,4.67917551581962,0.37320405122149813
1.68,4.779148391171412,0.4020429358659814
1.69,4.787198179137796,0.37184959944342777
1.7,4.878518370777198,0.3645059952422061
1.71,4.862768343839418,0.3582473222839164
1.72,4.947787816277109,0.3782584469564381
1.73,4.984756783312072,0.3822997177317727
1.74,5.040266004426283,0.39528352251416177
1.75,5.075002124703562,0.41183229723990145
1.76,5.15110315076346,0.4391755937870669
1.77,5.193482498180837,0.3798876913738176
1.78,5.230671286255691,0.3991874680726265
1.79,5.305496564844517,0.419229894537465
1.8,5.29771758708343,0.37922392237519037
1.81,5.3948629186170445,0.33795462132088816
1.82,5.444320416097297,0.39877671466522857
1.83,5.473260570978193,0.41865030854114804
1.84,5.545806201830281,0.40854885765459337
1.85,5.57496121192224,0.3763354317805382
1.86,5.670490382878104,0.39198461880568225
1.87,5.671662643187417,0.39475467322933877
1.8800000000000001,5.711385938679159,0.37511948398946243
1.8900000000000001,5.785113200706385,0.3842030651903783
1.9000000000000001,5.8650270769661885,0.4083910374464663
1.9100000000000001,5.919228652980665,0.3696924899682437
1.92,5.9759384543291585,0.4112733931484543
1.93,6.037539640650028,0.3965071631639619
1.94,6.080046844732927,0.3985372921627041
1.95,6.150592792203091,0.4072206042235594
1.96,6.19996736388352,0.3934774832015151
1.97,6.273382858804999,0.37065618486546276
1.98,6.306122538610572,0.39340144843606656
1.99,6.360506509219396,0.39401843711169565
